"fdcId","description","dataType","calories","protein","fat","carbs"
"171142","Soup, bean with pork, canned, condensed","SR Legacy","129","5.88","4.42","17"
"171143","Soup, bean with frankfurters, canned, condensed","SR Legacy","142","7.6","5.31","16.8"
"171144","Soup, bean with ham, canned, chunky, ready-to-serve","SR Legacy","95","5.19","3.5","11.2"
"171145","Soup, chicken, canned, chunky, ready-to-serve","SR Legacy","71","5.06","2.64","6.88"
"171146","Soup, cream of chicken, canned, condensed","SR Legacy","90","2.38","5.77","7.16"
"171147","Soup, chicken gumbo, canned, condensed","SR Legacy","45","2.1","1.14","6.67"
"171148","Soup, chunky chicken noodle, canned, ready-to-serve","SR Legacy","41","3.09","1.16","4.46"
"171149","Soup, chicken vegetable, canned, condensed","SR Legacy","61","2.94","2.32","7.01"
"171150","Soup, chili beef, canned, condensed","SR Legacy","117","5.09","2.53","18.9"
"171151","Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve","SR Legacy","56","3.02","1.41","7.84"
"171152","Soup, clam chowder, manhattan, canned, condensed","SR Legacy","61","1.74","1.76","9.74"
"171153","Soup, minestrone, canned, condensed","SR Legacy","68","3.48","2.05","9.17"
"171154","Soup, mushroom barley, canned, condensed","SR Legacy","61","1.5","1.8","9.6"
"171155","Soup, cream of mushroom, canned, condensed","SR Legacy","79","1.35","5.3","6.8"
"171156","Soup, mushroom with beef stock, canned, condensed","SR Legacy","68","2.51","3.21","7.41"
"171157","Soup, pea, split with ham, canned, condensed","SR Legacy","141","7.68","3.28","20.8"
"171158","Soup, cream of potato, canned, condensed","SR Legacy","74","1.51","1.88","12.8"
"171159","Soup, cream of shrimp, canned, condensed","SR Legacy","72","2.22","4.14","6.53"
"171160","Soup, tomato beef with noodle, canned, condensed","SR Legacy","112","3.55","3.42","16.9"
"171161","Soup, vegetarian vegetable, canned, condensed","SR Legacy","59","1.72","1.58","9.78"
"171162","Soup, chunky beef, canned, ready-to-serve","SR Legacy","66","3.97","1.11","10.1"
"171163","Soup, vegetable beef, canned, condensed","SR Legacy","63","4.45","1.51","8.11"
"171164","Soup, vegetable with beef broth, canned, condensed","SR Legacy","66","2.42","1.56","10.7"
"171165","Soup, onion, dry, mix","SR Legacy","293","7.48","0.34","65.1"
"171166","Soup, cream of vegetable, dry, powder","SR Legacy","446","8","24.1","52.1"
"171167","Sauce, teriyaki, ready-to-serve","SR Legacy","89","5.93","0.02","15.6"
"171168","Gravy, au jus, canned","SR Legacy","16","1.2","0.2","2.5"
"171169","Gravy, au jus, dry","SR Legacy","313","9.2","9.63","47.5"
"171170","Gravy, mushroom, canned","SR Legacy","50","1.26","2.71","5.47"
"171171","Gravy, mushroom, dry, powder","SR Legacy","328","10","4","64.7"
"171172","Gravy, onion, dry, mix","SR Legacy","322","9","3","67.6"
"171173","Gravy, pork, dry, powder","SR Legacy","367","8.78","8.63","63.6"
"171174","Sauce, sofrito, prepared from recipe","SR Legacy","237","12.8","18.2","5.46"
"171175","Soup, beef mushroom, canned, condensed","SR Legacy","61","4.6","2.4","5.2"
"171176","Soup, tomato, canned, prepared with equal volume water, commercial","SR Legacy","32","0.71","0.21","7.45"
"171177","Soup, ramen noodle, any flavor, dry","SR Legacy","440","10.2","17.6","60.3"
"171178","Soup, broccoli cheese, canned, condensed, commercial","SR Legacy","87","2.1","5.3","7.7"
"171179","Soup, SWANSON, beef broth, lower sodium","SR Legacy","6","1.2","0.08","0.21"
"171180","Soup, SWANSON, vegetable broth","SR Legacy","6","0.23","0.07","1.02"
"171181","SMART SOUP, Indian Bean Masala","SR Legacy","57","3.3","0.88","10.5"
"171182","SMART SOUP, Moroccan Chick Pea","SR Legacy","51","2","1.06","9.7"
"171183","SMART SOUP, Thai Coconut Curry","SR Legacy","36","0.8","1.06","6.5"
"171184","SMART SOUP, Vietnamese Carrot Lemongrass","SR Legacy","44","1.3","1.06","8.2"
"171185","Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve","SR Legacy","496","6.69","49.9","5.12"
"171186","Sauce, hot chile, sriracha","SR Legacy","93","1.93","0.93","19.2"
"171187","Sauce, hot chile, sriracha, CHA! BY TEXAS PETE","SR Legacy","108","2.02","0.98","22.7"
"171188","Sauce, hot chile, sriracha, TUONG OT SRIRACHA","SR Legacy","79","1.86","0.9","15.9"
"171189","Soup, vegetable beef, microwavable, ready-to-serve, single brand","SR Legacy","44","6.2","0.7","3.3"
"171190","Soup, beef and vegetables, canned, ready-to-serve","SR Legacy","48","3.18","1.16","6.16"
"171191","Sauce, cheese, ready-to-serve","SR Legacy","174","6.71","13.3","6.83"
"171192","Sauce, pasta, spaghetti/marinara, ready-to-serve","SR Legacy","50","1.39","1.61","7.43"
"171193","Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw","SR Legacy","161","20.1","8.99","0"
"171194","Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, select, raw","SR Legacy","137","21.1","5.89","0"
"171195","Beef, chuck eye Country-Style ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","SR Legacy","146","21","6.95","0"
"171196","Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled","SR Legacy","215","28","11.5","0"
"171197","Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled","SR Legacy","199","27.9","9.77","0"
"171198","Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised","SR Legacy","200","31.3","8.3","0"
"171199","Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised","SR Legacy","190","31.7","7.02","0"
"171200","Beef, shoulder pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","SR Legacy","196","31.5","7.78","0"
"171201","Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised","SR Legacy","197","33.6","6.94","0"
"171202","Beef, chuck, mock tender steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw","SR Legacy","123","21.3","4.17","0"
"171203","Beef, chuck for stew, separable lean and fat, all grades, cooked, braised","SR Legacy","191","32.4","6.82","0"
"171204","Beef, chuck for stew, separable lean and fat, select, cooked, braised","SR Legacy","186","32.3","6.34","0"
"171205","Beef, chuck for stew, separable lean and fat, choice, cooked, braised","SR Legacy","194","32.5","7.14","0"
"171206","Beef, chuck for stew, separable lean and fat, all grades, raw","SR Legacy","128","21.8","4.48","0.16"
"171207","Beef, chuck, under blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised","SR Legacy","219","31.4","10.4","0"
"171208","Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","SR Legacy","291","26.7","20.5","0"
"171209","Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled","SR Legacy","207","28","10.6","0"
"171210","Beef, rib eye roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted","SR Legacy","240","27.2","14.6","0"
"171211","Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","SR Legacy","236","26.1","14.4","0.4"
"171212","Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","SR Legacy","215","26.3","12.2","0"
"171213","Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, all grades, raw","SR Legacy","182","19","11.6","0.36"
"171214","Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, raw","SR Legacy","189","18.8","12.4","0.53"
"171215","Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted","SR Legacy","241","24.5","15.9","0"
"171216","Beef, chuck eye roast, boneless, America's Beef Roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted","SR Legacy","229","24.9","14.4","0"
"171217","Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","SR Legacy","275","28.2","18","0"
"171218","Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised","SR Legacy","284","27.6","19.3","0"
"171219","Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised","SR Legacy","261","29.2","16","0"
"171220","Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw","SR Legacy","131","21.2","5.18","0"
"171221","Beef, chuck, mock tender steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw","SR Legacy","122","21","4.2","0"
"171222","Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","SR Legacy","305","25.5","22.6","0"
"171223","Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised","SR Legacy","317","25.3","24","0"
"171224","Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","SR Legacy","204","31","8.92","0"
"171225","Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised","SR Legacy","207","30.9","9.25","0"
"171226","Beef, shoulder pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised","SR Legacy","200","31.2","8.41","0"
"171227","Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised","SR Legacy","296","27.7","20.6","0"
"171228","Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled","SR Legacy","277","25","19.6","0"
"171229","Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled","SR Legacy","283","25","20.4","0"
"171230","Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled","SR Legacy","267","25","18.6","0"
"171231","Beef, chuck eye steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw","SR Legacy","223","18.9","16.4","0"
"171232","Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled","SR Legacy","217","27.3","12","0"
"171233","Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled","SR Legacy","192","29","8.48","0"
"171234","Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw","SR Legacy","166","21.2","9.04","0"
"171235","Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw","SR Legacy","173","20.9","9.97","0"
"171236","Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled","SR Legacy","221","27.4","12.4","0"
"171237","Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled","SR Legacy","229","27","13.4","0"
"171238","Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled","SR Legacy","210","28","10.9","0"
"171239","Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted","SR Legacy","218","28.2","11.7","0"
"171240","Cheese, gjetost","SR Legacy","466","9.65","29.5","42.6"
"171241","Cheese, gouda","SR Legacy","356","24.9","27.4","2.22"
"171242","Cheese, gruyere","SR Legacy","413","29.8","32.3","0.36"
"171243","Cheese, limburger","SR Legacy","327","20","27.2","0.49"
"171244","Cheese, mozzarella, low moisture, part-skim","SR Legacy","295","23.8","19.8","5.58"
"171245","Cheese, muenster","SR Legacy","368","23.4","30","1.12"
"171246","Cheese, neufchatel","SR Legacy","253","9.15","22.8","3.59"
"171247","Cheese, parmesan, grated","SR Legacy","420","28.4","27.8","13.9"
"171248","Cheese, ricotta, part skim milk","SR Legacy","138","11.4","7.91","5.14"
"171249","Cheese, romano","SR Legacy","387","31.8","26.9","3.63"
"171250","Cheese, roquefort","SR Legacy","369","21.5","30.6","2"
"171251","Cheese, swiss","SR Legacy","393","27","31","1.44"
"171252","Cheese food, pasteurized process, American, vitamin D fortified","SR Legacy","330","16.9","25.6","8.56"
"171253","Cheese food, pasteurized process, swiss","SR Legacy","323","21.9","24.1","4.5"
"171254","Cheese spread, pasteurized process, American","SR Legacy","290","16.4","21.2","8.73"
"171255","Cream, fluid, half and half","SR Legacy","131","3.13","11.5","4.3"
"171256","Cream, sour, reduced fat, cultured","SR Legacy","135","2.94","12","4.26"
"171257","Cream, sour, cultured","SR Legacy","198","2.44","19.4","4.63"
"171258","Eggnog","SR Legacy","88","4.55","4.19","8.05"
"171259","Sour dressing, non-butterfat, cultured, filled cream-type","SR Legacy","178","3.25","16.6","4.68"
"171260","Yogurt, Greek, 2%fat, coconut blend, CHOBANI","SR Legacy","92","8.11","1.71","11"
"171261","Cream substitute, liquid, with hydrogenated vegetable oil and soy protein","SR Legacy","136","1","9.97","11.4"
"171262","Cream substitute, liquid, with lauric acid oil and sodium caseinate","SR Legacy","136","1","9.97","11.4"
"171263","Cream substitute, powdered","SR Legacy","529","2.48","32.9","59.3"
"171264","Milk substitutes, fluid, with lauric acid oil","SR Legacy","61","1.75","3.41","6.16"
"171265","Milk, whole, 3.25% milkfat, with added vitamin D","SR Legacy","61","3.15","3.25","4.8"
"171266","Milk, producer, fluid, 3.7% milkfat","SR Legacy","64","3.28","3.66","4.65"
"171267","Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D","SR Legacy","50","3.3","1.98","4.8"
"171268","Milk, lowfat, fluid, 1% milkfat, protein fortified, with added vitamin A and vitamin D","SR Legacy","48","3.93","1.17","5.52"
"171269","Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)","SR Legacy","34","3.37","0.08","4.96"
"171270","Milk, nonfat, fluid, with added nonfat milk solids, vitamin A and vitamin D (fat free or skim)","SR Legacy","37","3.57","0.25","5.02"
"171271","Milk, nonfat, fluid, protein fortified, with added vitamin A and vitamin D (fat free and skim)","SR Legacy","41","3.96","0.25","5.56"
"171272","Milk, dry, nonfat, instant, with added vitamin A and vitamin D","SR Legacy","358","35.1","0.72","52.2"
"171273","Milk, dry, nonfat, calcium reduced","SR Legacy","354","35.5","0.2","51.8"
"171274","Milk, buttermilk, dried","SR Legacy","387","34.3","5.78","49"
"171275","Milk, canned, condensed, sweetened","SR Legacy","321","7.91","8.7","54.4"
"171276","Milk, canned, evaporated, with added vitamin D and without added vitamin A","SR Legacy","134","6.81","7.56","10"
"171277","Milk, chocolate beverage, hot cocoa, homemade","SR Legacy","77","3.52","2.34","10.7"
"171278","Milk, goat, fluid, with added vitamin D","SR Legacy","69","3.56","4.14","4.45"
"171279","Milk, human, mature, fluid (For Reference Only)","SR Legacy","70","1.03","4.38","6.89"
"171280","Milk, indian buffalo, fluid","SR Legacy","97","3.75","6.89","5.18"
"171281","Whey, acid, dried","SR Legacy","339","11.7","0.54","73.4"
"171282","Whey, sweet, fluid","SR Legacy","27","0.85","0.36","5.14"
"171283","Whey, sweet, dried","SR Legacy","353","12.9","1.07","74.5"
"171284","Yogurt, plain, whole milk","SR Legacy","61","3.47","3.25","4.66"
"171285","Yogurt, fruit, low fat, 10 grams protein per 8 ounce","SR Legacy","102","4.37","1.08","19"
"171286","Yogurt, fruit, low fat, 11g protein/8 oz","SR Legacy","105","4.86","1.41","18.6"
"171287","Egg, whole, raw, fresh","SR Legacy","143","12.6","9.51","0.72"
"171288","Cheese, Mexican blend","SR Legacy","384","23.5","32.1","0.13"
"171289","Cheese product, pasteurized process, American, vitamin D fortified","SR Legacy","307","16.1","23.1","8.85"
"171290","Cheese, pasteurized process, American, without added vitamin D","SR Legacy","371","18.1","31.8","3.7"
"171291","Cheese food, pasteurized process, American, without added vitamin D","SR Legacy","330","16.9","25.6","8.56"
"171292","Cheese, cheddar, reduced fat (Includes foods for USDA's Food Distribution Program)","SR Legacy","316","27.4","20.4","2.67"
"171293","Ice cream, light, soft serve, chocolate","SR Legacy","141","3.36","3.69","23.2"
"171294","Ice cream bar, stick or nugget, with crunch coating","SR Legacy","358","2.11","25.3","37.1"
"171295","Cheese, cheddar, nonfat or fat free","SR Legacy","157","32.1","0","7.14"
"171296","Yogurt, Greek, nonfat, vanilla, CHOBANI","SR Legacy","71","9.07","0.22","8.09"
"171297","Yogurt, Greek, strawberry, DANNON OIKOS","SR Legacy","106","8.25","2.92","11.7"
"171298","Yogurt, Greek, nonfat, vanilla, DANNON OIKOS","SR Legacy","85","8.12","0.14","12.7"
"171299","Yogurt, Greek, nonfat, strawberry, DANNON OIKOS","SR Legacy","84","8.03","0.22","12.5"
"171300","Yogurt, Greek, strawberry, lowfat","SR Legacy","105","8.17","2.57","12.3"
"171301","Kefir, lowfat, strawberry, LIFEWAY","SR Legacy","62","3.39","0.9","10.2"
"171302","Milk, evaporated, 2% fat, with added vitamin A and vitamin D","SR Legacy","107","6.67","2","15.7"
"171303","Milk, chocolate, fat free, with added vitamin A and vitamin D","SR Legacy","67","3.39","0","13.5"
"171304","Yogurt, Greek, plain, whole milk","SR Legacy","97","9","5","3.98"
"171305","Ice cream bar, covered with chocolate and nuts","SR Legacy","303","5.62","25.8","11.9"
"171306","Ice cream sundae cone","SR Legacy","254","3","14","28.9"
"171307","Light ice cream, Creamsicle","SR Legacy","165","1.54","3.08","32.8"
"171308","Cream, half and half, lowfat","SR Legacy","72","3.33","5","3.33"
"171309","Yogurt, Greek, whole, plain, CHOBANI","SR Legacy","82","8.24","4.01","3.24"
"171310","Yogurt, Greek, nonfat, lemon blend, CHOBANI","SR Legacy","78","8.62","0.15","10.7"
"171311","Yogurt, Greek, nonfat, peach, CHOBANI","SR Legacy","80","7.76","0.11","11.9"
"171312","Yogurt, Greek, nonfat, plain, CHOBANI","SR Legacy","54","9.53","0.24","3.43"
"171313","Yogurt, Greek, nonfat, raspberry, CHOBANI","SR Legacy","81","7.65","0.22","12"
"171314","Butter, Clarified butter (ghee)","SR Legacy","900","0","100","0"
"171315","Spices, allspice, ground","SR Legacy","263","6.09","8.69","72.1"
"171316","Spices, anise seed","SR Legacy","337","17.6","15.9","50"
"171317","Spices, basil, dried","SR Legacy","233","23","4.07","47.8"
"171318","Spices, chervil, dried","SR Legacy","237","23.2","3.9","49.1"
"171319","Spices, chili powder","SR Legacy","282","13.5","14.3","49.7"
"171320","Spices, cinnamon, ground","SR Legacy","247","3.99","1.24","80.6"
"171321","Spices, cloves, ground","SR Legacy","274","5.97","13","65.5"
"171322","Spices, dill weed, dried","SR Legacy","253","20","4.36","55.8"
"171323","Spices, fennel seed","SR Legacy","345","15.8","14.9","52.3"
"171324","Spices, fenugreek seed","SR Legacy","323","23","6.41","58.4"
"171325","Spices, garlic powder","SR Legacy","331","16.6","0.73","72.7"
"171326","Spices, nutmeg, ground","SR Legacy","525","5.84","36.3","49.3"
"171327","Spices, onion powder","SR Legacy","341","10.4","1.04","79.1"
"171328","Spices, oregano, dried","SR Legacy","265","9","4.28","68.9"
"171329","Spices, paprika","SR Legacy","282","14.1","12.9","54"
"171330","Spices, poppy seed","SR Legacy","525","18","41.6","28.1"
"171331","Spices, poultry seasoning","SR Legacy","307","9.59","7.53","65.6"
"171332","Spices, pumpkin pie spice","SR Legacy","342","5.76","12.6","69.3"
"171333","Spices, rosemary, dried","SR Legacy","331","4.88","15.2","64.1"
"171334","Babyfood, vegetables, corn, creamed, junior","SR Legacy","65","1.4","0.4","16.2"
"171335","Babyfood, fruit, bananas with tapioca, strained","SR Legacy","56","0.4","0.1","15.3"
"171336","Babyfood, fruit, peaches, strained","SR Legacy","65","0.94","0.33","14.5"
"171337","Babyfood, fruit, peaches, junior","SR Legacy","65","0.94","0.33","14.5"
"171338","Babyfood, fruit, pears, strained","SR Legacy","42","0.3","0.2","10.8"
"171339","Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior","SR Legacy","70","0.6","0.1","18.7"
"171340","Babyfood, prunes, without vitamin c, strained","SR Legacy","100","1","0.2","23.5"
"171341","Babyfood, fruit dessert, mango with tapioca","SR Legacy","70","0.3","0.2","19"
"171342","Babyfood, pears, dices, toddler","SR Legacy","57","0.3","0.1","13.6"
"171343","Babyfood, fruit, applesauce and pineapple, strained","SR Legacy","37","0.1","0.1","10.1"
"171344","Babyfood, fruit, applesauce and pineapple, junior","SR Legacy","39","0.1","0.1","10.5"
"171345","Babyfood, fruit, apple and raspberry, strained","SR Legacy","58","0.2","0.2","15.6"
"171346","Babyfood, fruit, apple and raspberry, junior","SR Legacy","58","0.2","0.2","15.4"
"171347","Babyfood, fruit, pears and pineapple, junior","SR Legacy","44","0.3","0.2","11.4"
"171348","Babyfood, fruit, guava and papaya with tapioca, strained","SR Legacy","63","0.2","0.1","17"
"171349","Babyfood, peaches, dices, toddler","SR Legacy","51","0.5","0.2","11.8"
"171350","Babyfood, fruit, papaya and applesauce with tapioca, strained","SR Legacy","70","0.2","0.1","18.9"
"171351","Babyfood, apple-banana juice","SR Legacy","51","0.2","0.1","12.3"
"171352","Babyfood, juice, apple and peach","SR Legacy","43","0.2","0.1","10.5"
"171353","Babyfood, juice, apple and prune","SR Legacy","72","0.2","0.1","18.1"
"171354","Babyfood, juice, orange","SR Legacy","45","0.6","0.3","10.2"
"171355","Babyfood, juice, orange and apple","SR Legacy","43","0.4","0.2","10.1"
"171356","Babyfood, juice, prune and orange","SR Legacy","70","0.6","0.3","16.8"
"171357","Babyfood, juice, mixed fruit","SR Legacy","47","0.1","0.1","11.7"
"171358","Babyfood, cereal, barley, dry fortified","SR Legacy","376","13.2","6.6","69.4"
"171359","Babyfood, cereal, whole wheat, with apples, dry fortified","SR Legacy","402","6.6","4.8","83.2"
"171360","Babyfood, cereal, oatmeal, dry fortified","SR Legacy","394","11","6.36","73.5"
"171361","Babyfood, cereal, oatmeal, with bananas, dry","SR Legacy","399","6.67","6.67","78.1"
"171362","Babyfood, cereal, oatmeal, with applesauce and bananas, strained","SR Legacy","75","0.89","0.89","15.6"
"171363","Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified","SR Legacy","76","0.89","0.89","16"
"171364","Babyfood, cereal, with egg yolks, junior","SR Legacy","52","1.9","1.8","7.1"
"171365","Babyfood, cereal, with eggs, strained","SR Legacy","58","2.2","1.5","8"
"171366","Babyfood, cereal, egg yolks and bacon, junior","SR Legacy","79","2.5","5","6.2"
"171367","Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified","SR Legacy","402","10.5","7.05","74.1"
"171368","Babyfood, cookie, baby, fruit","SR Legacy","435","6.8","12.6","73.7"
"171369","Babyfood, cookies, arrowroot","SR Legacy","424","7.6","10","75.4"
"171370","Babyfood, pretzels","SR Legacy","397","10.8","2","82.2"
"171371","Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat","SR Legacy","407","7.97","9.27","72.5"
"171372","Zwieback","SR Legacy","426","10.1","9.7","74.2"
"171373","Babyfood, dessert, cherry vanilla pudding, junior","SR Legacy","69","0.2","0.2","18.4"
"171374","Babyfood, dessert, fruit pudding, orange, strained","SR Legacy","80","1.1","0.9","17.7"
"171375","Babyfood, dessert, peach cobbler, strained","SR Legacy","65","0.3","0","17.8"
"171376","Babyfood, dessert, peach cobbler, junior","SR Legacy","67","0.3","0","18.3"
"171377","Babyfood, dessert, fruit dessert, without ascorbic acid, junior","SR Legacy","63","0.3","0","17.2"
"171378","Babyfood, dessert, tropical fruit, junior","SR Legacy","60","0.2","0","16.4"
"171379","Babyfood, dessert, custard pudding, vanilla, strained","SR Legacy","85","1.6","2","16"
"171380","Babyfood, dessert, custard pudding, vanilla, junior","SR Legacy","86","1.76","0.98","17.6"
"171381","Babyfood, juice, apple and grape","SR Legacy","46","0.1","0.2","11.3"
"171382","Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, liquid concentrate","SR Legacy","128","3.13","6.98","13.2"
"171383","Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, ready-to-feed","SR Legacy","66","1.61","3.59","6.7"
"171384","Infant formula, ABBOTT NUTRITION, SIMILAC, ISOMIL, ADVANCE with iron, powder, not reconstituted","SR Legacy","517","12.6","28.1","53.6"
"171385","Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed","SR Legacy","66","1.45","3.37","7.39"
"171386","Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, prepared from liquid concentrate","SR Legacy","66","1.45","3.37","7.39"
"171387","Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE, with iron, prepared from powder","SR Legacy","68","1.51","3.5","7.6"
"171388","Babyfood, fortified cereal bar, fruit filling","SR Legacy","344","5.43","5.3","68.6"
"171389","Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, with ARA and DHA powder not reconstituted","SR Legacy","516","11.7","27","56.5"
"171390","Infant formula, MEAD JOHNSON, ENFAMIL, Enfagrow, Soy, Toddler ready-to-feed","SR Legacy","65","2.17","2.89","7.64"
"171391","Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN AA, ready-to-feed","SR Legacy","66","1.84","3.48","6.76"
"171392","Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 20 calories, ready-to-feed","SR Legacy","63","2.2","3.3","6.2"
"171393","Infant formula, MEAD JOHNSON, ENFAMIL, Premature, with iron, 24 calories, ready-to-feed","SR Legacy","81","2.6","3.9","8.88"
"171394","Infant formula, GERBER, GOOD START 2, PROTECT PLUS, ready-to-feed","SR Legacy","66","1.44","3.37","7.39"
"171395","Infant formula, ABBOTT NUTRITION, SIMILAC, GO AND GROW, ready-to-feed, with ARA and DHA","SR Legacy","66","1.97","3.54","6.69"
"171396","Infant formula, ABBOTT NUTRITION, SIMILAC, Expert Care, Diarrhea, ready- to- feed with ARA and DHA","SR Legacy","66","1.76","3.6","6.67"
"171397","Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, ready-to-feed, with ARA and DHA","SR Legacy","66","1.4","3.54","7.19"
"171398","Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack","SR Legacy","503","0","28.6","61.6"
"171399","Infant formula, ABBOTT NUTRITION, SIMILAC, For Spit Up, powder, with ARA and DHA","SR Legacy","514","11","27.8","55"
"171400","Fat, beef tallow","SR Legacy","902","0","100","0"
"171401","Lard","SR Legacy","902","0","100","0"
"171402","Salad dressing, thousand island, commercial, regular","SR Legacy","379","1.09","35.1","14.6"
"171403","Salad dressing, mayonnaise type, regular, with salt","SR Legacy","250","0.65","21.6","14.8"
"171404","Salad dressing, french dressing, reduced fat","SR Legacy","222","0.58","11.5","31.2"
"171405","Salad dressing, italian dressing, commercial, reduced fat","SR Legacy","102","0.39","6.68","9.99"
"171406","Salad dressing, mayonnaise, imitation, soybean","SR Legacy","232","0.3","19.2","16"
"171407","Salad dressing, mayonnaise, imitation, milk cream","SR Legacy","97","2.1","5.1","11.1"
"171408","Salad dressing, mayonnaise, imitation, soybean without cholesterol","SR Legacy","482","0.1","47.7","15.8"
"171409","Sandwich spread, with chopped pickle, regular, unspecified oils","SR Legacy","389","0.9","34","22.4"
"171410","Oil, peanut, salad or cooking","SR Legacy","884","0","100","0"
"171411","Oil, soybean, salad or cooking","SR Legacy","884","0","100","0"
"171412","Oil, coconut","SR Legacy","892","0","99.1","0"
"171413","Oil, olive, salad or cooking","SR Legacy","884","0","100","0"
"171414","Salad dressing, french dressing, commercial, regular","SR Legacy","419","0.87","39.1","18.8"
"171415","Margarine,spread, 35-39% fat, tub","SR Legacy","349","0.23","38","1.52"
