"fdcId","description","dataType","calories","protein","fat","carbs"
"167810","Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw","SR Legacy","211","18.2","14.8","0"
"167811","Pork, fresh, backfat, raw","SR Legacy","812","2.92","88.7","0"
"167812","Pork, fresh, belly, raw","SR Legacy","518","9.34","53","0"
"167813","Pork, fresh, separable fat, raw","SR Legacy","632","9.25","65.7","0"
"167814","Pork, fresh, leg (ham), rump half, separable lean and fat, raw","SR Legacy","182","20.3","10.6","0"
"167815","Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted","SR Legacy","209","27","10.3","0"
"167816","Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)","SR Legacy","120","21.8","2.93","0"
"167817","Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted","SR Legacy","165","28.9","4.62","0"
"167818","Pork, fresh, loin, whole, separable lean and fat, raw","SR Legacy","198","19.7","12.6","0"
"167819","Pork, fresh, loin, whole, separable lean and fat, cooked, braised","SR Legacy","239","27.2","13.6","0"
"167820","Pork, fresh, loin, whole, separable lean and fat, cooked, broiled","SR Legacy","242","27.3","13.9","0"
"167821","Pork, fresh, loin, whole, separable lean and fat, cooked, roasted","SR Legacy","248","27.1","14.6","0"
"167822","Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw","SR Legacy","194","19.6","12.3","0"
"167823","Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised","SR Legacy","255","26.5","15.7","0"
"167824","Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled","SR Legacy","231","23.7","14.4","0"
"167825","Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted","SR Legacy","254","24.3","16.7","0"
"167826","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised","SR Legacy","242","28.2","13.5","0"
"167827","Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled","SR Legacy","209","25.6","11.1","0"
"167828","Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted","SR Legacy","231","27","12.8","0"
"167829","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw","SR Legacy","127","22","3.71","0"
"167830","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised","SR Legacy","261","26.7","16.3","0"
"167831","Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled","SR Legacy","222","24.4","13","0"
"167832","Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted","SR Legacy","248","27","14.7","0"
"167833","Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw","SR Legacy","136","21.8","4.8","0"
"167834","Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised","SR Legacy","234","28.8","12.3","0"
"167835","Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled","SR Legacy","222","27","11.8","0"
"167836","Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted","SR Legacy","230","26.6","12.9","0"
"167837","Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw","SR Legacy","129","21.6","4.02","0"
"167838","Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised","SR Legacy","195","31","6.9","0"
"167839","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw","SR Legacy","155","21.6","6.94","0"
"167840","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised","SR Legacy","200","29.2","8.31","0"
"167841","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled","SR Legacy","196","26.6","9.14","0"
"167842","Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted","SR Legacy","192","26.4","8.82","0"
"167843","Pork, fresh, shoulder, whole, separable lean and fat, raw","SR Legacy","236","17.2","18","0"
"167844","Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted","SR Legacy","292","23.3","21.4","0"
"167845","Pork, fresh, shoulder, whole, separable lean only, raw","SR Legacy","148","19.6","7.14","0"
"167846","Pork, fresh, shoulder, whole, separable lean only, cooked, roasted","SR Legacy","230","25.3","13.5","0"
"167847","Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised","SR Legacy","194","26.8","8.87","0"
"167848","Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted","SR Legacy","228","26.7","12.6","0"
"167849","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw","SR Legacy","186","17.4","12.4","0"
"167850","Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised","SR Legacy","267","25.1","17.7","0"
"167851","Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled","SR Legacy","259","25.6","16.6","0"
"167852","Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted","SR Legacy","232","24.2","14.3","0"
"167853","Pork, fresh, spareribs, separable lean and fat, raw","SR Legacy","277","15.5","23.4","0"
"167854","Pork, fresh, spareribs, separable lean and fat, cooked, braised","SR Legacy","397","29.1","30.3","0"
"167855","Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked","SR Legacy","201","27.5","9.21","0"
"167856","Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered","SR Legacy","233","12.5","20.3","0"
"167857","Pork, fresh, variety meats and by-products, ears, frozen, raw","SR Legacy","234","22.4","15.1","0.6"
"167858","Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered","SR Legacy","166","16","10.8","0.2"
"167859","Pork, fresh, variety meats and by-products, feet, raw","SR Legacy","212","23.2","12.6","0"
"167860","Pork, fresh, variety meats and by-products, kidneys, cooked, braised","SR Legacy","151","25.4","4.7","0"
"167861","Pork, fresh, variety meats and by-products, leaf fat, raw","SR Legacy","857","1.76","94.2","0"
"167862","Pork, fresh, variety meats and by-products, liver, raw","SR Legacy","134","21.4","3.65","2.47"
"167863","Pork, fresh, variety meats and by-products, liver, cooked, braised","SR Legacy","165","26","4.4","3.76"
"167864","Pork, fresh, variety meats and by-products, lungs, raw","SR Legacy","85","14.1","2.72","0"
"167865","Pork, fresh, variety meats and by-products, spleen, raw","SR Legacy","100","17.9","2.59","0"
"167866","Pork, fresh, variety meats and by-products, spleen, cooked, braised","SR Legacy","149","28.2","3.2","0"
"167867","Pork, fresh, variety meats and by-products, stomach, raw","SR Legacy","159","16.8","10.1","0"
"167868","Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried","SR Legacy","222","26.4","12.1","0"
"167869","Canadian bacon, unprepared","SR Legacy","110","20.3","2.62","1.34"
"167870","Pork, cured, feet, pickled","SR Legacy","140","11.6","10","0.01"
"167871","Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted","SR Legacy","145","20.9","5.53","1.5"
"167872","Pork, cured, ham, boneless, regular (approximately 11% fat), roasted","SR Legacy","178","22.6","9.02","0"
"167873","Pork, cured, ham, patties, unheated","SR Legacy","315","12.8","28.2","1.69"
"167874","Pork, cured, ham, steak, boneless, extra lean, unheated","SR Legacy","122","19.6","4.25","0"
"167875","Pork, cured, ham, whole, separable lean and fat, unheated","SR Legacy","246","18.5","18.5","0.06"
"167876","Pork, cured, ham, whole, separable lean only, unheated","SR Legacy","147","22.3","5.71","0.05"
"167877","Pork, cured, separable fat (from ham and arm picnic), unheated","SR Legacy","579","5.68","61.4","0.09"
"167878","Pork, cured, separable fat (from ham and arm picnic), roasted","SR Legacy","591","7.64","61.9","0"
"167879","Pork, cured, shoulder, arm picnic, separable lean and fat, roasted","SR Legacy","280","20.4","21.4","0"
"167880","Pork, cured, shoulder, arm picnic, separable lean only, roasted","SR Legacy","170","24.9","7.04","0"
"167881","Pork, fresh, variety meats and by-products, tail, cooked, simmered","SR Legacy","396","17","35.8","0"
"167882","Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried","SR Legacy","195","29.6","7.66","0"
"167883","Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried","SR Legacy","211","28.8","9.73","0"
"167884","Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried","SR Legacy","256","25","16.6","0"
"167885","Pork, cured, ham, extra lean and regular, canned, unheated","SR Legacy","144","18","7.46","0"
"167886","Pork, cured, ham, extra lean and regular, canned, roasted","SR Legacy","167","20.9","8.43","0.49"
"167887","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried","SR Legacy","196","29.4","7.86","0"
"167888","Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw","SR Legacy","216","19","15","0"
"167889","Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw","SR Legacy","211","19.9","14","0"
"167890","Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised","SR Legacy","255","26.3","15.8","0"
"167891","Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled","SR Legacy","260","27.6","15.8","0"
"167892","Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried","SR Legacy","273","25.8","18","0"
"167893","Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried","SR Legacy","224","27.7","11.8","0"
"167894","Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted","SR Legacy","214","28.8","10.1","0"
"167895","Pork, fresh, loin, country-style ribs, separable lean and fat, raw","SR Legacy","189","19.3","11.8","0"
"167896","Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised","SR Legacy","273","26.5","17.7","0"
"167897","Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted","SR Legacy","359","21.8","29.5","0"
"167898","Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised","SR Legacy","171","28.4","5.47","0"
"167899","Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled","SR Legacy","170","28.2","5.53","0"
"167900","Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted","SR Legacy","192","29.6","7.32","0"
"167901","Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw","SR Legacy","121","22.8","2.59","0"
"167902","Pork, fresh, ground, raw","SR Legacy","263","16.9","21.2","0"
"167903","Pork, fresh, ground, cooked","SR Legacy","297","25.7","20.8","0"
"167904","Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled","SR Legacy","201","29.9","8.11","0"
"167905","Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted","SR Legacy","147","26","3.96","0"
"167906","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked","SR Legacy","235","26.1","13.7","0"
"167907","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw","SR Legacy","144","21.2","5.88","0"
"167908","Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, cooked","SR Legacy","211","29.5","9.44","0"
"167909","HORMEL, Cure 81 Ham","SR Legacy","106","18.4","3.59","0.21"
"167910","HORMEL ALWAYS TENDER, Pork Tenderloin, Teriyaki-Flavored","SR Legacy","119","18.2","3.07","4.63"
"167911","HORMEL Canadian Style Bacon","SR Legacy","122","16.9","4.94","1.87"
"167912","Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled","SR Legacy","169","29","5","0"
"167913","Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled","SR Legacy","190","28.4","7.66","0"
"167914","Pork, cured, bacon, cooked, baked","SR Legacy","548","35.7","43.3","1.35"
"167915","Pork, cured, ham -- water added, rump, bone-in, separable lean only, heated, roasted","SR Legacy","121","21.4","3.56","0.87"
"167916","Pork, cured, ham -- water added, rump, bone-in, separable lean only, unheated","SR Legacy","95","15.4","3.48","0.67"
"167917","Pork, cured, ham -- water added, shank, bone-in, separable lean only, heated, roasted","SR Legacy","128","20.9","4.43","1.2"
"167918","Pork, cured, ham -- water added, slice, bone-in, separable lean only, heated, pan-broil","SR Legacy","131","22","4.3","1.48"
"167919","Pork, cured, ham with natural juices, rump, bone-in, separable lean only, heated, roasted","SR Legacy","137","24.1","4.25","0.48"
"167920","Pork, cured, ham with natural juices, shank, bone-in, separable lean only, heated, roasted","SR Legacy","145","25","4.97","0.34"
"167921","Pillsbury Grands, Buttermilk Biscuits, refrigerated dough","SR Legacy","293","6.16","11.3","42.4"
"167922","Heinz, Weight Watcher, Chocolate Eclair, frozen","SR Legacy","241","4.4","6.9","40.3"
"167923","Interstate Brands Corp, Wonder Hamburger Rolls","SR Legacy","273","8.07","4.15","50.8"
"167924","Nabisco, Nabisco Snackwell's Fat Free Devil's Food Cookie Cakes","SR Legacy","305","5","1.09","74.2"
"167925","Crackers, cheese, sandwich-type with cheese filling","SR Legacy","490","8.92","24.4","58.8"
"167926","Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)","SR Legacy","239","5.88","4.73","43.3"
"167927","Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)","SR Legacy","385","4.01","9.02","71.8"
"167928","Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)","SR Legacy","409","4.7","11","72.7"
"167929","Muffin, blueberry, commercially prepared, low-fat","SR Legacy","255","4.23","4.22","50"
"167930","Pie crust, refrigerated, regular, baked","SR Legacy","506","3.41","28.7","58.5"
"167931","Pie crust, deep dish, frozen, baked, made with enriched flour","SR Legacy","521","6.1","31.8","52.5"
"167932","Pie crust, refrigerated, regular, unbaked","SR Legacy","445","2.97","25.5","51.1"
"167933","Crackers, whole-wheat, reduced fat","SR Legacy","416","11.3","7.59","75.5"
"167934","Crackers, wheat, reduced fat","SR Legacy","444","9.34","13.4","71.5"
"167935","Bread, pan dulce, sweet yeast bread","SR Legacy","367","9.42","11.6","56.4"
"167936","Keikitos (muffins), Latino bakery item","SR Legacy","467","6.81","25.2","53.2"
"167937","Cake, pound, Bimbo Bakeries USA, Panque Casero, home baked style","SR Legacy","418","6.62","21.7","48.9"
"167938","Pan Dulce, La Ricura, Salpora de Arroz con Azucar, cookie-like, contains wheat flour and rice flour","SR Legacy","445","8.81","16.1","66.3"
"167939","Garlic bread, frozen","SR Legacy","350","8.36","16.6","41.7"
"167940","Cinnamon buns, frosted (includes honey buns)","SR Legacy","452","4.45","26.6","48.6"
"167941","Crackers, cheese, reduced fat","SR Legacy","418","10","11.7","68.2"
"167942","Crackers, saltines, whole wheat (includes multi-grain)","SR Legacy","398","7.14","10.7","68.2"
"167943","Bread, potato","SR Legacy","266","12.5","3.13","47.1"
"167944","Bread, cheese","SR Legacy","408","10.4","20.8","44.8"
"167945","Focaccia, Italian flatbread, plain","SR Legacy","249","8.77","7.89","35.8"
"167946","SCHIFF,TIGER'S MILK BAR","SR Legacy","387","16.8","14.3","56.5"
"167947","Candies, TOBLERONE, milk chocolate with honey and almond nougat","SR Legacy","489","5.71","28.6","61.2"
"167948","Snacks, corn-based, extruded, onion-flavor","SR Legacy","499","7.7","22.6","65.1"
"167949","Snacks, corn-based, extruded, puffs or twists, cheese-flavor","SR Legacy","567","5.46","36.5","54.5"
"167950","Snacks, KRAFT, CORNNUTS, plain","SR Legacy","446","8.5","15.6","71.9"
"167951","Snacks, crisped rice bar, chocolate chip","SR Legacy","404","5.1","13.5","73"
"167952","Snacks, granola bars, hard, chocolate chip","SR Legacy","438","7.3","16.3","72.1"
"167953","Fruit syrup","SR Legacy","341","0","0","85.1"
"167954","Snacks, granola bars, soft, uncoated, plain","SR Legacy","443","7.4","17.2","67.3"
"167955","Snacks, granola bars, soft, uncoated, peanut butter","SR Legacy","426","10.5","15.8","64.4"
"167956","Topping, SMUCKER'S MAGIC SHELL","SR Legacy","609","2.94","44.1","50.1"
"167957","Syrup, fruit flavored","SR Legacy","261","0","0.02","65.1"
"167958","Snacks, oriental mix, rice-based","SR Legacy","506","17.3","25.6","51.6"
"167959","Snacks, popcorn, air-popped","SR Legacy","387","12.9","4.54","77.8"
"167960","Snacks, popcorn, cheese-flavor","SR Legacy","526","9.3","33.2","51.6"
"167961","Snacks, pork skins, plain","SR Legacy","544","61.3","31.3","0"
"167962","Snacks, potato chips, barbecue-flavor","SR Legacy","487","6.51","31.1","55.9"
"167963","Snacks, potato chips, sour-cream-and-onion-flavor","SR Legacy","531","8.1","33.9","51.5"
"167964","Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel","SR Legacy","463","9.85","16.9","66.5"
"167965","Snacks, pretzels, hard, whole-wheat including both salted and unsalted","SR Legacy","362","11.1","2.6","81.3"
"167966","Snacks, rice cracker brown rice, plain","SR Legacy","387","8.2","2.8","81.5"
"167967","Snacks, rice cakes, brown rice, buckwheat","SR Legacy","380","9","3.5","80.1"
"167968","Snacks, trail mix, tropical","SR Legacy","442","6.3","17.1","65.6"
"167969","Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds","SR Legacy","484","14.2","31.9","44.9"
"167970","Snacks, tortilla chips, taco-flavor","SR Legacy","480","7.9","24.2","63.1"
"167971","Candies, TOOTSIE ROLL, chocolate-flavor roll","SR Legacy","387","1.59","3.31","87.7"
"167972","Candies, butterscotch","SR Legacy","391","0.03","3.3","90.4"
"167973","Candies, carob, unsweetened","SR Legacy","540","8.15","31.4","56.3"
"167974","Candies, caramels","SR Legacy","382","4.6","8.1","77"
"167975","Candies, CARAMELLO Candy Bar","SR Legacy","462","6.19","21.2","63.8"
"167976","Candies, semisweet chocolate","SR Legacy","480","4.2","30","63.9"
"167977","Candies, sweet chocolate","SR Legacy","507","3.9","34.2","60.4"
"167978","Candies, sweet chocolate coated fondant","SR Legacy","366","2.2","9.3","80.4"
"167979","Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES","SR Legacy","569","12","37.1","46.8"
"167980","Candies, confectioner's coating, butterscotch","SR Legacy","539","2.2","29","67.1"
"167981","Ice creams, french vanilla, soft-serve","SR Legacy","222","4.1","13","22.2"
"167982","Candies, YORK Peppermint Pattie","SR Legacy","384","2.19","7.17","81"
"167983","Candies, TWIZZLERS NIBS CHERRY BITS","SR Legacy","347","2.3","2.64","79.4"
"167984","Candies, SYMPHONY Milk Chocolate Bar","SR Legacy","531","8.51","30.6","58"
"167985","Candies, 5TH AVENUE Candy Bar","SR Legacy","482","8.78","24","62.7"
"167986","Candies, fondant, prepared-from-recipe","SR Legacy","373","0","0.02","93.2"
"167987","Candies, fudge, chocolate, prepared-from-recipe","SR Legacy","410","2.39","10.4","76.7"
"167988","Candies, fudge, chocolate, with nuts, prepared-from-recipe","SR Legacy","460","4.38","18.9","68.2"
"167989","Candies, gumdrops, starch jelly pieces","SR Legacy","396","0","0","98.9"
"167990","Candies, hard","SR Legacy","394","0","0.2","98"
"167991","Candies, jellybeans","SR Legacy","375","0","0.05","93.6"
"167992","Candies, KIT KAT Wafer Bar","SR Legacy","518","6.51","26","64.6"
"167993","Candies, KRACKEL Chocolate Bar","SR Legacy","523","6.62","26.6","64.3"
"167994","Candies, MARS SNACKFOOD US, MARS Almond Bar","SR Legacy","467","8.1","23","62.7"
"167995","Candies, marshmallows","SR Legacy","318","1.8","0.2","81.3"
"167996","Candies, halavah, plain","SR Legacy","469","12.5","21.5","60.5"
"167997","Candies, NESTLE, OH HENRY! Bar","SR Legacy","462","7.7","23","65.5"
"167998","Puddings, chocolate, dry mix, instant, prepared with 2% milk","SR Legacy","105","3.15","1.92","18.9"
"167999","Baking chocolate, mexican, squares","SR Legacy","426","3.64","15.6","77.4"
"168000","Chocolate-flavored hazelnut spread","SR Legacy","539","5.41","29.7","62.4"
"168001","Candies, milk chocolate coated peanuts","SR Legacy","519","13.1","33.5","49.7"
"168002","Glutino, Gluten Free Wafers, Lemon Flavored","SR Legacy","515","0","24.2","74.4"
"168003","Glutino, Gluten Free Wafers, Milk Chocolate","SR Legacy","541","4.06","30.4","62.8"
"168004","Mary's Gone Crackers, Original Crackers, Organic Gluten Free","SR Legacy","446","12.1","15.6","64.3"
"168005","Pepperidge Farm, Goldfish, Baked Snack Crackers, Cheddar","SR Legacy","457","11.7","16.1","66.2"
"168006","Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza","SR Legacy","458","9.56","16.8","67.2"
"168007","Sage Valley, Gluten Free Vanilla Sandwich Cookies","SR Legacy","499","3.13","22.2","71.9"
"168008","Schar, Gluten-Free, Classic White Rolls","SR Legacy","239","3.34","2.65","50.5"
"168009","Schar, Gluten-Free, Wheat-Free, Classic White Bread","SR Legacy","240","3.81","4.47","46.1"
"168010","Udi's, Gluten Free, Classic French Dinner Rolls","SR Legacy","310","7.99","6.4","55.1"
"168011","Van's, Gluten Free, Totally Original Waffles","SR Legacy","248","2.99","8.22","40.5"
"168012","Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free","SR Legacy","471","7.63","18.9","67.6"
"168013","Bread, multi-grain (includes whole-grain)","SR Legacy","265","13.4","4.23","43.3"
"168014","Cookies, animal crackers (includes arrowroot, tea biscuits)","SR Legacy","446","6.9","13.8","74.1"
"168015","Sweet Potatoes, french fried, crosscut, frozen, unprepared","SR Legacy","209","1.7","11.1","25.5"
"168016","Sweet Potato puffs, frozen, unprepared","SR Legacy","161","1.36","3.58","30.7"
"168017","Mouse nuts, roots (Alaska Native)","SR Legacy","81","3.9","0.1","16.1"
"168018","Mouse nuts, seedlings (Alaska Native)","SR Legacy","104","7.3","1.1","16.3"
"168019","Octopus (Alaska Native)","SR Legacy","56","12.3","0.8","0"
"168020","Seal, bearded (Oogruk), meat, dried (Alaska Native)","SR Legacy","351","82.6","2.3","0"
"168021","Fish, pike, northern, liver (Alaska Native)","SR Legacy","156","16.6","8","4.3"
"168022","Rhubarb, wild, leaves (Alaska Native)","SR Legacy","61","4.2","0.5","9.9"
"168023","Fish, salmon, tipnuk, fermented (Alaska Native)","SR Legacy","159","15.9","10.6","0"
"168024","Fish, salmon, king, chinook, kippered, canned (Alaska Native)","SR Legacy","266","30.7","15.9","0"
"168025","Seal, ringed, meat (Alaska Native)","SR Legacy","142","28.4","3.2","0"
"168026","Seal, ringed, liver (Alaska Native)","SR Legacy","116","18.6","3.3","2.9"
"168027","Soup, fish, homemade (Alaska Native)","SR Legacy","72","7.4","2.2","5.6"
"168028","Sourdock, young leaves (Alaska Native)","SR Legacy","42","2.3","0.7","6.5"
"168029","Walrus, meat, raw (Alaska Native)","SR Legacy","199","19.2","13.6","0"
"168030","Walrus, meat and subcutaneous fat raw (Alaska Native)","SR Legacy","282","16.3","24.1","0"
"168031","Walrus, liver, raw (Alaska Native)","SR Legacy","125","21","3","3.5"
"168032","Oil, walrus (Alaska Native)","SR Legacy","900","0","100","0"
"168033","Fish, whitefish, mixed species, raw (Alaska Native)","SR Legacy","131","18.9","6.1","0"
"168034","Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)","SR Legacy","107","18.6","3.6","0"
"168035","Willow, leaves in oil (Alaska Native)","SR Legacy","592","2.6","61","8.1"
"168036","Willow, young leaves, chopped (Alaska Native)","SR Legacy","122","6.1","1.6","20.7"
"168037","Corn, white, steamed (Navajo)","SR Legacy","386","9.72","5.18","75.2"
"168038","Cornmeal, white (Navajo)","SR Legacy","398","11","5.04","77.1"
"168039","Cornmeal, yellow (Navajo)","SR Legacy","384","9.85","5.88","72.9"
"168040","Squash, Indian, raw (Navajo)","SR Legacy","26","0.52","0.2","5.64"
"168041","Tortilla, includes plain and from mutton sandwich (Navajo)","SR Legacy","237","7.28","0.95","49.9"
"168042","Stew, dumpling with mutton (Navajo)","SR Legacy","101","8.71","3.78","8.03"
"168043","Stew, hominy with mutton (Navajo)","SR Legacy","83","6.71","2.06","9.38"
"168044","Stew, mutton, corn, squash (Navajo)","SR Legacy","103","8.62","4.34","7.27"
"168045","Fish, salmon, sockeye (red), raw (Alaska Native)","SR Legacy","153","21.9","7.28","0"
"168046","Fish, Salmon, Chum, raw (Alaska Native)","SR Legacy","116","20.7","3.67","0"
"168047","Fish, salmon, king (chinook), raw (Alaska Native)","SR Legacy","187","20.2","11.7","0"
"168048","Salmonberries, raw (Alaska Native)","SR Legacy","47","0.85","0.33","10"
"168049","Caribou, shoulder meat, dried (Alaska Native)","SR Legacy","271","59.4","3.67","0"
"168050","Caribou, hind quarter meat, raw (Alaska Native)","SR Legacy","122","22.6","3.37","0"
"168051","Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)","SR Legacy","367","35.3","25.1","0"
"168052","Fish, whitefish, dried (Alaska Native)","SR Legacy","371","62.4","13.4","0"
"168053","Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)","SR Legacy","186","23.6","10.2","0"
"168054","Fish, salmon, chum, dried (Alaska Native)","SR Legacy","378","62.1","14.4","0"
"168055","Elk, free range, ground, cooked patties (Shoshone Bannock)","SR Legacy","143","29.4","2.8","0"
"168056","Elk, free range, ground, raw (Shoshone Bannock)","SR Legacy","97","20.1","1.8","0"
"168057","Elk, free range, roast, eye of round, cooked (Shoshone Bannock)","SR Legacy","148","30.6","2.85","0"
"168058","Chokecherries, raw, pitted (Shoshone Bannock)","SR Legacy","156","2.89","0.98","33.9"
"168059","Steelhead trout, dried, flesh (Shoshone Bannock)","SR Legacy","382","77.3","8.06","0"
"168060","Steelhead trout, boiled, canned (Alaska Native)","SR Legacy","159","21.1","8.26","0"
"168061","Acorn stew (Apache)","SR Legacy","95","6.81","3.47","9.22"
"168062","Restaurant, Italian, chicken parmesan without pasta","SR Legacy","204","16.2","10.6","10.9"
"168063","Restaurant, Latino, arroz con leche (rice pudding)","SR Legacy","146","3.2","3.69","24.9"
"168064","Restaurant, Latino, Arroz con frijoles negros (rice and black beans)","SR Legacy","151","4.64","3.85","24.4"
"168065","Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)","SR Legacy","142","3.96","3.46","23.7"
"168066","Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)","SR Legacy","182","3.5","4.98","30.8"
"168067","Restaurant, Latino, tamale, pork","SR Legacy","174","7.35","9.04","15.8"
"168068","Restaurant, Latino, black bean soup","SR Legacy","103","5.1","2.57","14.8"
"168069","Restaurant, Latino, tripe soup","SR Legacy","74","8.61","2.58","4.07"
"168070","Restaurant, Latino, arepa (unleavened cornmeal bread)","SR Legacy","219","5.48","5.38","37.1"
"168071","Restaurant, Latino, bunuelos (fried yeast bread)","SR Legacy","462","8.02","26.2","48.6"
"168072","Restaurant, Chinese, beef and vegetables","SR Legacy","105","7.08","5.3","7.29"
"168073","CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu","SR Legacy","294","18.7","15.4","20.2"
"168074","CRACKER BARREL, country fried shrimp platter","SR Legacy","287","12.6","16.8","21.4"
"168075","CRACKER BARREL, farm raised catfish platter","SR Legacy","266","22.9","17","5.31"
"168076","DENNY'S, mozzarella cheese sticks","SR Legacy","324","13.6","17.9","27.2"
"168077","DENNY'S, golden fried shrimp","SR Legacy","319","13.9","20","20.9"
"168078","DENNY'S, macaroni & cheese, from kid's menu","SR Legacy","150","5.19","4.92","21.2"
"168079","DENNY'S, chicken nuggets, star shaped, from kid's menu","SR Legacy","377","16.3","28.6","13.6"
"168080","Restaurant, Chinese, shrimp and vegetables","SR Legacy","78","5.9","4.05","4.52"
"168081","Restaurant, Chinese, sweet and sour chicken","SR Legacy","250","10.1","12.6","23.9"
"168082","Restaurant, Chinese, sweet and sour pork","SR Legacy","270","8.91","15.7","23.3"
"168083","Restaurant, Chinese, chicken chow mein","SR Legacy","85","6.76","2.8","8.29"
